occupancy,length_stay,month,openness,monthly_avg_occupancy,nightly_rate,monthly_rate,guests
0.0,4.749502715945883,6,31,0.380212925989781,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,5,31,0.36797611979267164,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,3,30,0.32480760221484917,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,4,31,0.3263502284471355,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,7,30,0.39569542972408456,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,11,31,0.4113048915317965,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,1,31,0.29308145186323187,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,2,30,0.31671274185983456,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,6,31,0.380212925989781,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,5,31,0.36797611979267164,327.04738032354703,9811.42140970641,12
0.0,4.749502715945883,3,30,0.32480760221484917,327.04738032354703,9811.42140970641,12
0.258064516,1.142857143,10,31,0.3412273734258343,334.7062492,10041.187476,7
0.0,4.749502715945883,4,31,0.3263502284471355,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,7,30,0.39569542972408456,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,11,31,0.4113048915317965,327.04738032354703,9811.42140970641,7
